title,user_score,usa_gross
sucker punch,60.0,$ 36392502
chakushin ari final,50.0,
la cucina,47.0,
una semana solos,58.0,
lottery ticket,50.0,$ 24719879
881,63.0,
hattrick,42.0,$ 24502
into the arms of strangers,55.0,$ 382807
life mein kabhie kabhiee,59.0,
magnus,58.0,
the chronicles of narnia: the voyage of the dawn treader,63.0,$ 104386950
cristóvão colombo - o enigma,56.0,
four,59.0,
like dandelion dust,70.0,$ 352810
the lucky ones,69.0,$ 266967
midnight movie,51.0,
nick and norah's infinite playlist,66.0,$ 31487293
funkytown,63.0,
hotel meina,61.0,
tocar el cielo,62.0,
ulak,68.0,
baixio das bestas,63.0,
gauri: the unborn,37.0,
linas kvällsbok,53.0,
meer is nich,64.0,
mi fido di te,67.0,
final draft,37.0,
road to victory,50.0,
swiadek koronny,52.0,
unnale unnale,72.0,
the adventures of tintin,73.0,$ 77591831
byôsoku 5 senchimêtoru,76.0,
you're nobody 'til somebody kills you,31.0,
ze zycie ma sens,72.0,
real time,67.0,
fantasy island,49.0,$ 26441782
1971,81.0,
1 beon-ga-eui gi-jeok,66.0,
bokmyeon dalho,64.0,
jochi anihan-ga,66.0,
kay dyache bola,71.0,
kim-gwanjang dae kim-gwanjang dae kim-gwanjang,61.0,
snuff 102,36.0,
swami,69.0,
umut adasi,55.0,
miao miao,58.0,
a casa de alice,69.0,$ 61822
amarkalam,73.0,
incendiary,58.0,
kadhal kottai,75.0,
multiple sarcasms,49.0,$ 29731
"naui chingu, geuui anae",63.0,
slices,26.0,
vaanmathi,58.0,
año uña,69.0,
dark floors,45.0,
animal 2,50.0,
bounty,29.0,
garrison,35.0,
night crawlers,37.0,
mu-rim-yeo-dae-saeng,62.0,
zincirbozan,57.0,
miss conception,46.0,$ 2134
centochiodi,64.0,
k. il bandito,70.0,
laaga chunari mein daag: journey of a woman,53.0,$ 675102
underbar och älskad av alla (och på jobbet går det också bra),49.0,
machete,66.0,$ 26593646
the smell of success,53.0,
valkyrie,71.0,$ 83077833
aaja nachle,62.0,$ 484108
cadavres,54.0,
duska,66.0,
french film,65.0,
lekcje pana kuki,56.0,
hunger,76.0,$ 154084
naalu pennungal,67.0,
surrogates,63.0,$ 38577772
taare zameen par,84.0,$ 1223869
ciao bella,51.0,
mungaru male,83.0,
maaginen kristalli,40.0,
marked,36.0,
ironiya sudby. prodolzhenie,49.0,
chronic town,56.0,
one-eyed monster,42.0,
sherlock holmes,76.0,$ 209028679
traitor,70.0,$ 23530831
killer movie,45.0,
karlas kabale,53.0,
klass,79.0,
27 dresses,61.0,$ 76808654
a flat,46.0,
donkey punch,51.0,$ 19367
karma police,39.0,
gekijô-ban naruto shippûden,69.0,
in search of a midnight kiss,72.0,$ 172605
jean charles,63.0,
42plus,55.0,
the bodyguard 2,54.0,
hau mo chu,41.0,
undertrial,66.0,
dear john,63.0,$ 80014842
suspension,51.0,
jibon theke neya,94.0,
ouija,46.0,
shi san ke pao tong,68.0,
black,51.0,
la chambre des morts,63.0,
detention,30.0,
a grande família: o filme,56.0,
meitantei conan: bekâ sutorîto no bôrei,78.0,
sarah landon and the paranormal hour,37.0,$ 858415
chop shop,73.0,$ 125045
the green hornet,58.0,$ 98780042
sugar,72.0,$ 1082124
cafe setareh,68.0,
the debt,69.0,
o gios tou fylaka,66.0,
a love story,64.0,
partes usadas,68.0,
ping pong playa,59.0,$ 77907
ingenious,58.0,
ashita no watashi no tsukurikata,64.0,
koisuru madori,58.0,
remon no koro,65.0,
ryû ga gotoku: gekijô-ban,62.0,
beste zeit,67.0,
comme ton père,52.0,
bhoothnath,63.0,$ 476032
le grand alibi,54.0,
les randonneurs à saint-tropez,45.0,
nije kraj,71.0,
dou foh sin,68.0,$ 5151
bluff,74.0,
david & fatima,47.0,
em,71.0,
ploy,68.0,
un conte de noël,70.0,$ 1060922
dead air,52.0,
hanna,68.0,$ 40259119
the wolf of wall street,82.0,$ 116900694
gekijouban shakugan no shana,64.0,
adventure scouts,60.0,
fighter,65.0,
bhool bhulaiyaa,73.0,$ 1097797
dhol,62.0,
ghost town,67.0,$ 13367624
brutal massacre: a comedy,60.0,
community college,49.0,
buick riviera,63.0,
ek chalis ki last local,73.0,
nam yee boon sik,67.0,
no smoking,72.0,
rusalka,73.0,
tashan,38.0,$ 457380
zomerhitte,52.0,
khoya khoya chand,63.0,
the train: some lines should never be crossed...,43.0,
xxy,71.0,$ 48334
aap kaa surroor: the moviee - the real luv story,21.0,
the courier,45.0,
vision - aus dem leben der hildegard von bingen,66.0,$ 435274
in her skin,64.0,
mr. bones 2: back from the past,46.0,
pelé: birth of a legend,72.0,$ 57046
kantoku · banzai!,64.0,
les chansons d'amour,71.0,$ 104567
pethainontas stin athina,48.0,
tsiou...,70.0,
the extendables,36.0,
l'apprenti,68.0,
attack of the giant leeches,14.0,
barcelona (un mapa),60.0,
cortex,62.0,
deux jours à tuer,71.0,
la fabrique des sentiments,60.0,
farm house,55.0,
huhwihaji anha,69.0,$ 15347
la jeune fille et les loups,61.0,
lady jane,62.0,
legend of the red reaper,21.0,
modern love,52.0,
ma-i pa-deo,70.0,
otis,60.0,
"mèche blanche, les aventures du petit castor",72.0,$ 360886
sup fun oi,57.0,
alien raiders,56.0,
turneja,72.0,
bibliothèque pascal,71.0,
the butcher,54.0,
caixa dois,60.0,
college road trip,43.0,$ 45610425
an englishman in new york,72.0,
foreldrar,70.0,
máj,50.0,
one piece: chinjou shima no chopper oukoku,65.0,
saido kâ ni inu,68.0,
ahiru to kamo no koinrokkâ,71.0,
bled,29.0,
dai-nihonjin,63.0,$ 40796
the experiment,64.0,
hatsuyuki no koi,65.0,
hero,68.0,
jigyaku no uta,67.0,
kimi ni shika kikoenai,66.0,
little dj: chiisana koi no monogatari,70.0,
middonaito îguru,46.0,$ 7116
quiet room ni yôkoso,71.0,
sono toki wa kare ni yoroshiku,66.0,
tenkôsei: sayonara anata,69.0,
tennen kokekkô,72.0,
time,42.0,$ 16070
tummien perhosten koti,69.0,
forest of the dead,28.0,
sebeun deijeu,68.0,
avaze gonjeshk-ha,79.0,$ 116372
"koshka, kotoraya gulyala sama po sebe",71.0,
rosa: the movie,46.0,
unmade beds,66.0,
clannad,75.0,
der goldene nazivampir von absam 2 - das geheimnis von schloß kottlitz,46.0,
i demoni di san pietroburgo,62.0,
solstorm,51.0,
il 7 e l'8,64.0,
christmas cottage,64.0,
nailed,68.0,
sekai meisaku dôwa: hakuchou no ouji,71.0,
straw dogs,58.0,$ 10324441
ticalosii,72.0,
urutoraman mebiusu ando urutora kyôdai,67.0,
chronicles of an exorcism,33.0,
the fear chamber,33.0,
pledge of allegiance,42.0,
didine,61.0,
gekijô-ban poketto monsutâ: adobansu jenerêshon pokemon renjâ to umi no ôji manafi,60.0,
joyjatra,83.0,
megher pore megh,73.0,
prism,39.0,
sing kung chok tse sup yut tam,69.0,
pattabhiraman,70.0,
the rental,57.0,$ 1561048
a christmas prince: the royal baby,53.0,
jagtsæson,52.0,
pilgrim's progress,62.0,
prince of broadway,68.0,$ 20450
sex and the city,56.0,$ 152647258
shuang shi ji,63.0,
bull,67.0,
snatchers,57.0,
family obligations,52.0,
lucky grandma,65.0,$ 102000
iris: a space opera by justice,80.0,
upa! una película argentina,62.0,
he's just not that into you,64.0,$ 93953653
megamind,72.0,$ 148415853
my father's will,55.0,
perestroika,43.0,$ 26064
forest of the dead sharks,72.0,
contract killers,45.0,
witless protection,33.0,$ 4161625
death whisper,64.0,
ispade rajavum idhaya raniyum,66.0,
'p' fung bou,59.0,$ 326711
gone kesh,70.0,
finals,73.0,
the protector,55.0,
seeru,54.0,
love aaj kal,50.0,
nedunalvaadai,73.0,
proibido proibir,70.0,
come dio comanda,65.0,
liverpool,63.0,
2:13,49.0,
the young messiah,56.0,$ 6490401
henjel gwa geuretel,67.0,
7 km da gerusalemme,58.0,
dos abrazos,64.0,
dva v odnom,66.0,
hofshat kaits,67.0,$ 203708
y.m.i. yeh mera india,77.0,
broken angel,63.0,
ca$h,60.0,
dead country,30.0,
"tot, kto gasit svet",59.0,
house of fears,48.0,
kollegiet,44.0,
la leyenda de la nahuala,63.0,
lie to me,60.0,
the map reader,52.0,
máncora,65.0,$ 29697
nevando voy,66.0,
no me pidas que te bese porque te besaré,61.0,
notre univers impitoyable,58.0,
perrier's bounty,64.0,$ 828
secret défense,64.0,
sleepwalker,58.0,
savarkhed: ek gaav,72.0,
mukherjee dar bou,79.0,
precure miracle universe movie,90.0,
countdown,54.0,$ 25621766
my stupid boss 2,66.0,
zagrebacki ekvinocij,81.0,
the exorcist iii: legion,75.0,
kapi,67.0,
alem-i cin 2,50.0,
staged killer,34.0,
once upon a time in deadwood,28.0,
scare attraction,40.0,
milosc i milosierdzie,60.0,$ 2243180
zero distance,70.0,
vellaipookal,72.0,
dharmaprabhu,46.0,
sale dovom daneshkadeh man,47.0,
unhinged,62.0,$ 9025406
the knight before christmas,55.0,
hot gimmick: girl meets boy,45.0,
guilty,55.0,
ningen shikkaku: dazai osamu to 3-nin no onnatachi,59.0,
mantan manten,71.0,
made in abyss: tabidachi no yoake,71.0,$ 134047
el asaltante,66.0,
made in abyss: hôrô suru tasogare,75.0,
made in abyss: fukaki tamashî no reimei,81.0,
kings of the evening,59.0,$ 99270
last breath,39.0,
lian xi qu,71.0,
one piece: dead end no bôken,73.0,
the other side of the tracks,51.0,
seytan-i ins,49.0,
the open road,54.0,$ 19716
zack and miri make a porno,65.0,$ 31457946
the iron lady,64.0,$ 30017992
imurders,41.0,
manmadhudu 2,48.0,
we are legends,51.0,
le miracle du saint inconnu,64.0,
diminished capacity,56.0,$ 21659
the narrows,62.0,
palermo shooting,62.0,
proud american,11.0,$ 131357
en brazos de un asesino,59.0,$ 425332
sweater,72.0,
gujarat 11,74.0,
evvarikee cheppoddu,73.0,
flat earth: to the edge and back,35.0,
breaking surface,61.0,
chandigarh amritsar chandigarh,74.0,
blood on her name,55.0,
kizim gibi kokuyorsun,60.0,
the exigency,65.0,
jack & daniel,44.0,
anna nicole,44.0,
the minis,38.0,
crimes of the past,42.0,
holiday rush,48.0,
dybbuk box: the story of chris chambers,55.0,
la terre et le sang,49.0,
watch movie free online,76.0,
sono solo fantasmi,48.0,
song wo shang qing yun,62.0,
cui mian cai jue,59.0,
gong tau,56.0,
koi wa go-shichi-go!,20.0,
the lovebirds,56.0,
mo,65.0,
slumdog millionaire,80.0,$ 141319928
surveillance,52.0,
yattâman,60.0,
chernobyl: zona otchuzhdeniya,47.0,
the party planner,47.0,
over night,63.0,
2 gisht mjaltë,32.0,
varg veum - falne engler,67.0,
the poughkeepsie tapes,61.0,
hardcover,65.0,
densen uta,51.0,
ji yin jue ding wo ai ni,48.0,
nowhere man,57.0,
canciones de amor en lolita's club,46.0,
lullaby,47.0,
mal nascida,67.0,
matab sena'y,66.0,
one piece: norowareta seiken,68.0,
rich kids,37.0,
small gods,65.0,
kokon,70.0,
always a bridesmaid,56.0,
baba 'bu alem bi alem',45.0,
2177: the san francisco love hacker crimes,15.0,
smile please,70.0,
chambre 212,61.0,
a mano disarmata,57.0,
schwesterlein,59.0,
uriyadi 2,72.0,
chambal,74.0,
incitement,71.0,$ 140306
frantsuz,64.0,
chhalawa,27.0,
tribal get out alive,69.0,
scare me,34.0,
post,84.0,
helen,63.0,
national theatre live: the lehman trilogy,92.0,
dragon quest: your story,65.0,
loins of punjab presents,70.0,$ 39891
redbelt,67.0,$ 2345941
1800 gramów,57.0,
proceder,55.0,
zenek,24.0,
le sel des larmes,58.0,
rakshasudu,82.0,
idiots and angels,71.0,
the man who came back,50.0,
valiyaperunnal,54.0,
knight and day,63.0,$ 76423035
fast & furious,66.0,$ 155064265
milk,75.0,$ 31841299
singularidades de uma rapariga loura,62.0,
dylan dog: dead of night,51.0,$ 1186538
42nd street: the musical,80.0,$ 187440
akher eldonia,49.0,
katkout,45.0,
odessa,62.0,
premier de la classe,53.0,
mon chien stupide,62.0,
das perfekte geheimnis,67.0,
bheja fry,76.0,
tutte le donne della mia vita,50.0,
zoo,68.0,
wo he wo de zu guo,64.0,$ 2356683
alice in wonderland,64.0,$ 334191110
child 44,65.0,$ 1224330
iskariot,52.0,
the least of these,61.0,
a shine of rainbows,71.0,
beverly hills chihuahua,38.0,$ 94514402
the maid,57.0,
fearmakers,22.0,
the poker house,64.0,
rule of three,50.0,
the understudy,53.0,$ 17036
chasing molly,60.0,
the quarry,52.0,
welad rizk 2,72.0,
bellezonismo,18.0,
heer maan ja,54.0,
adopt a sailor,71.0,
frat house massacre,49.0,
the reflecting pool,64.0,
the sisterhood of night,62.0,$ 6870
train,47.0,
turn around,60.0,
la femme de mon frère,69.0,$ 539524
"hello, love, goodbye",74.0,
fjols til fjells,46.0,
columbus day,53.0,
densetsu kyojin ideon: hatsudou-hen,72.0,
30 days to die,24.0,
slasher,25.0,
battle planet,39.0,
ulzhan,68.0,
nt live: cyrano de bergerac,88.0,$ 284652
fame,51.0,$ 22455510
the cursed,59.0,
geolkapseu,58.0,$ 104578
chain kulii ki main kulii,55.0,
go,28.0,
mogari no mori,69.0,
pax,32.0,
splintered,40.0,
la habitación de fermat,67.0,
megane,68.0,
à deriva,68.0,
fulci for fake,63.0,
gli infedeli,47.0,
revenge in the forest of the dead sharks,73.0,
captain abu raed,72.0,
days of wrath,68.0,
house of usher,29.0,$ 1677
the runaways,65.0,$ 3573673
race,67.0,$ 1367024
splice,57.0,$ 17010170
sympathy,51.0,
chun nyun hack,66.0,
zuo you,68.0,
loro,67.0,$ 35613
firincinin karisi,29.0,
yves,55.0,
dangerous lies,52.0,
rafadan tayfa göbeklitepe,57.0,
cão sem dono,69.0,
deserto feliz,62.0,
one piece: omatsuri danshaku to himitsu no shima,72.0,
our brand is crisis,61.0,$ 7002261
forensic,66.0,
thamaasha,78.0,
dog town,40.0,
the sisterhood of the traveling pants 2,62.0,$ 44089964
espíritu del bosque,46.0,
ye. leung heun,63.0,
assassination of a high school president,62.0,
yonkers joe,64.0,$ 8286
ceplis,71.0,
kuaile gongchang,49.0,
lunana: a yak in the classroom,80.0,
a serious man,70.0,$ 9228768
yin he bu xi ban,60.0,$ 84267
the haunting of la llorona,27.0,
zui hao de wo men,57.0,
rahman 1400,45.0,
ikinci pärdä,86.0,
bad girl,59.0,
don't let them in,47.0,
aksharaya,55.0,
chitra nodir pare,77.0,
hei wong ji wong,53.0,
nodir naam modhumoti,74.0,
les misérables,76.0,$ 330181
shimana periye,77.0,
dylda,71.0,$ 196258
something is killing tate,69.0,
adam,72.0,
liu yu tian,56.0,
liberté,47.0,
girlfriend experience,48.0,
night train,57.0,
selma,75.0,$ 52076908
chong ai,56.0,
trois jours et une vie,66.0,
donne-moi des ailes,73.0,
eden lake,68.0,$ 7321
infestation,59.0,
centurion,64.0,$ 123570
patagonia,68.0,
copie conforme,73.0,$ 1373975
killer in law,50.0,
kalki,69.0,
"family romance, llc",68.0,
akinjeon,69.0,$ 216494
circulation,40.0,
khaw hai rak jong jaroen,69.0,
lesbian vampire killers,51.0,
mayak,65.0,
1. mai,62.0,
august evening,69.0,$ 74759
awarapan,73.0,
eden,59.0,$ 15611
fuera de carta,62.0,
gaalatny mogreman,64.0,
mang shan,74.0,$ 13164
mui dong bin wan si,67.0,
naqaab,53.0,
odd brodsky,69.0,
switch,53.0,
yumurta,66.0,
christmas a la mode,67.0,
li kai lei feng de ri zi,63.0,
malmkrog,49.0,
agent sai srinivasa athreya,85.0,
milliard,30.0,
vinci da,73.0,
epidemiya. vongozero,63.0,
zhong guo ji zhang,61.0,$ 706572
lie huo ying xiong,55.0,$ 290217
edakkad battalion 06,47.0,
as i am,93.0,
chun jiang shui nuan,71.0,
ceniza negra,60.0,
tu mérites un amour,61.0,
litigante,65.0,
vif-argent,62.0,
super duper,65.0,
chum thaang rot fai phii,35.0,
huo zhe chang zhe,63.0,
lohk thang bai hai naai khon diao,61.0,
(500) days of summer,77.0,$ 32391374
leonera,70.0,$ 14739
hatsukoi,68.0,$ 218329
tlamess,59.0,
perdrix,64.0,
minghags,53.0,
pig hunt,47.0,
the scouting book for boys,66.0,
kuwaresma,58.0,
paapam cheyyathavar kalleriyatte,55.0,
ghost stories,43.0,
class of 83,59.0,
mrs. serial killer,49.0,
yeh ballet,76.0,
never back down,66.0,$ 24850922
the way back,73.0,$ 2701859
of boys and men,60.0,
outrage,36.0,
true adolescents,61.0,
universal soldiers,17.0,
coco chanel & igor stravinsky,64.0,$ 1621226
step up 2: the streets,62.0,$ 58017783
il divo,73.0,$ 240159
doghouse,60.0,
inseparable bros,70.0,
monster island,26.0,
d-day,44.0,
cartouches gauloises,68.0,
the local,56.0,
prey,22.0,
wild child,61.0,
chopsticks,65.0,
ghost,55.0,
o filme do bruno aleixo,72.0,
lillian,68.0,
ang hupa,67.0,
ghost tropic,65.0,
argo,77.0,$ 136025503
session,26.0,
akihabara@deep,60.0,
choke,64.0,$ 2926565
$5 a day,63.0,
i come with the rain,54.0,
jake's corner,57.0,$ 12522
the people i've slept with,48.0,$ 19137
recién cazado,58.0,
saeng-il,68.0,
de taali,40.0,
gunned down,51.0,
negatibu happî chênsô ejji,56.0,
amar a morir,63.0,
aska susayanlar: seks ve cinayet,45.0,
"ce soir, je dors chez toi",51.0,
enfin veuve,54.0,
kærlighed på film,72.0,$ 45835
om shanti om,67.0,$ 3597372
windcroft,41.0,
ftasamee!...,65.0,
a dose of happiness,77.0,
gemini man,57.0,$ 48546770
the pardon,55.0,$ 8845
10 jours sans maman,50.0,
enkel für anfänger,67.0,
badland,55.0,
kabaneri of the iron fortress: unato decisive battle,67.0,
alma de héroe,67.0,
deviant love,35.0,
munchausen by internet,42.0,
la dea fortuna,60.0,
antigone,75.0,
gosti,38.0,
sleeping with my student,47.0,
light from the tower,60.0,
a stormy night,54.0,
minyan,68.0,
"io, leonardo",54.0,
the father,82.0,
infernal khorugv or cossack christmas,71.0,
lux æterna,68.0,
cyber bride,23.0,
agent jade black,17.0,
k-13,61.0,
work it,61.0,
beshoot,79.0,
absurdistan,67.0,$ 39683
kill speed,39.0,
wall street: money never sleeps,62.0,$ 52474616
stiletto,49.0,
uncross the stars,63.0,
wasting away,57.0,
the incident,56.0,
swing vote,61.0,$ 16289867
the magnificent eleven,35.0,
inalienable,34.0,
divaldo: o mensageiro da paz,83.0,
chui lung ii,58.0,$ 196634
ghost writer,68.0,
death proof,70.0,
hachi: a dog's tale,81.0,
konjaku monogatari: the new edition,21.0,
nasrani,42.0,
secretariat,72.0,$ 59713955
love n' dancing,54.0,$ 47812
vhyes,57.0,$ 47037
once in trubchevsk,57.0,
am i a serial killer?,50.0,
si doel the movie 2,70.0,
henry poole is here,64.0,$ 1836515
i know you know,62.0,
birds of america,61.0,
la ligne brisée,63.0,$ 466309
lost dream,55.0,
el resultado del amor,62.0,
cetto c'è senzadubbiamente,51.0,
krrish 3,52.0,$ 2191534
martyrs,71.0,
max manus,73.0,
gwan gai,55.0,
vinyan,52.0,
beyond the pole,57.0,
the errand of angels,61.0,
a killer next door,31.0,
morris: a life with bells on,61.0,
poltergeist,49.0,$ 47425125
roanoke: the lost colony,47.0,
julgamento,62.0,
jyeshthoputro,75.0,
shi tu xing zhe 2: die ying xing dong,59.0,$ 296751
hemelrijken,63.0,
así habló el cambista,64.0,
lynn + lucy,67.0,
sanga thamizhan,34.0,
kidnap,52.0,
gubbi mele brahmastra,51.0,
walter,36.0,
hit & run,62.0,
survive the night,49.0,
the outsider,52.0,
uyut,61.0,
arctic apocalypse,21.0,
malaal,59.0,
jusqu'au déclin,59.0,
eorin uiroein,72.0,
force of nature,44.0,
winter song,66.0,
shubh mangal zyada saavdhan,58.0,
storozh,64.0,
bianco e nero,56.0,
control alt delete,44.0,
dansen,58.0,
from time to time,67.0,
the garden of eden,53.0,$ 22083
hania,51.0,
radio corazón,49.0,
bad girl island,34.0,
splinter,61.0,$ 14154
stritreysery,28.0,
truffe,57.0,
das vaterspiel,62.0,
becky,57.0,$ 1003700
jack says,43.0,
beautiful girl,44.0,
badnaam gali,70.0,
foster child,69.0,
gegenüber,64.0,
lo kong ching chuen,68.0,
munyurangabo,67.0,
pesti balhé,83.0,
pvc-1,67.0,
termination,26.0,
the rocker,62.0,$ 6409528
slushaya tishinu,68.0,
aykut eniste,71.0,
cruel fixation,43.0,
password,43.0,
article 15,82.0,
bad ben: the way in,56.0,
ace of hearts,56.0,
the butterfly tattoo,55.0,
evilution,37.0,
the warrior's way,63.0,$ 5666340
rocknrolla,73.0,$ 5700626
violanchelo,63.0,
lego dc batman: family matters,61.0,
portals,29.0,
"i love you, beth cooper",53.0,$ 14800725
middle of nowhere,65.0,
powder blue,63.0,
love and other impossible pursuits,63.0,$ 25423
"4 luni, 3 saptamâni si 2 zile",79.0,$ 1198208
bikur ha-tizmoret,75.0,$ 3054457
99,62.0,
ye che,64.0,
ricos de amor,58.0,
thrissur pooram,50.0,
geroy,63.0,
zaboronenyy,72.0,
evil little things,31.0,
annem,59.0,
alone,47.0,
liang zhi lao hu,57.0,
gulabo sitabo,64.0,
sivappu manjal pachai,71.0,
aruvam,43.0,
kandisha,59.0,
uta,69.0,
the descendants,73.0,$ 82584160
qiu jue,72.0,
what happens in vegas,61.0,$ 80277646
agapi sta 16,68.0,
bad meat,35.0,
gamer,58.0,$ 20534907
fighter,36.0,
mozhi,80.0,
takatak,60.0,
all's faire in love,50.0,$ 22180
0.0 mhz,48.0,
somewhere tonight,59.0,
the cry of the owl,59.0,
defiance,72.0,$ 28644813
don't look up,31.0,
dorothy mills,60.0,
hata göteborg,54.0,
iron sky,59.0,$ 122082
major movie star,43.0,
the mighty macs,65.0,$ 1891936
righteous kill,60.0,$ 40081410
cold skin,60.0,
du bist nicht allein,65.0,
the eagle,62.0,$ 19490041
les insoumis,58.0,
pattiyal,72.0,
suspiria,68.0,$ 2483472
white lightnin',71.0,
aleksandra,68.0,$ 128222
bheemaa,57.0,
beyond america,38.0,
kidnap,46.0,
abcd: american-born confused desi,54.0,
mujeres arriba,36.0,
gunjan saxena: the kargil girl,52.0,
tan lines,53.0,
laiye je yaarian,69.0,
le bal des actrices,67.0,
anonyma - eine frau in berlin,71.0,$ 294014
effi briest,56.0,
tiao chu qu,54.0,
coco avant chanel,67.0,$ 6113834
nightlife,55.0,
the dinner party,59.0,
a1: accused no. 1,50.0,
my alien girlfriend,52.0,
terrible jungle,57.0,
sestrenka,73.0,
all people disappeared forever,77.0,
dorasani,59.0,
american son,57.0,
oththa seruppu size 7,86.0,
bremenskie muzykanty,41.0,
the windermere children,73.0,
mossad,67.0,
frei nach plan,62.0,
frost,58.0,
magamuni,79.0,
one piece: episode of alabaster - sabaku no ojou to kaizoku tachi,71.0,$ 6587
kiru,48.0,
nu ren bu huai,51.0,
deadland,41.0,
stone of destiny,68.0,
the time that remains,70.0,$ 32869
flashbacks of a fool,68.0,$ 1664
robosapien: rebooted,48.0,
everyday,62.0,
whisky mit wodka,63.0,
wolke 9,66.0,$ 91675
yoroi: samurai zonbi,51.0,
die zwei leben des daniel shore,61.0,
onze jongens in miami,44.0,
leberkäsjunkie,69.0,
vores mand i amerika,68.0,
